,id,label
400,32363,0
401,32364,0
402,32365,0
403,32366,0
404,32367,0
405,32368,0
406,32369,1
407,32370,0
408,32371,0
409,32372,0
410,32373,0
411,32374,0
412,32375,0
413,32376,0
414,32377,0
415,32378,0
416,32379,0
417,32380,0
418,32381,0
419,32382,0
420,32383,0
421,32384,0
422,32385,1
423,32386,0
424,32387,0
425,32388,0
426,32389,0
427,32390,0
428,32391,0
429,32392,0
430,32393,0
431,32394,0
432,32395,0
433,32396,0
434,32397,0
435,32398,0
436,32399,0
437,32400,0
438,32401,0
439,32402,0
440,32403,0
441,32404,0
442,32405,0
443,32406,0
444,32407,0
445,32408,0
446,32409,0
447,32410,0
448,32411,0
449,32412,0
450,32413,0
451,32414,0
452,32415,0
453,32416,0
454,32417,0
455,32418,0
456,32419,0
457,32420,0
458,32421,0
459,32422,0
460,32423,0
461,32424,0
462,32425,0
463,32426,0
464,32427,0
465,32428,0
466,32429,0
467,32430,0
468,32431,0
469,32432,0
470,32433,0
471,32434,0
472,32435,0
473,32436,0
474,32437,0
475,32438,0
476,32439,0
477,32440,0
478,32441,0
479,32442,0
480,32443,0
481,32444,0
482,32445,0
483,32446,0
484,32447,0
485,32448,0
486,32449,0
487,32450,1
488,32451,0
489,32452,0
490,32453,0
491,32454,1
492,32455,0
493,32456,1
494,32457,0
495,32458,1
496,32459,0
497,32460,0
498,32461,0
499,32462,0
500,32463,0
501,32464,0
502,32465,0
503,32466,0
504,32467,0
505,32468,0
506,32469,0
507,32470,0
508,32471,0
509,32472,0
510,32473,0
511,32474,0
512,32475,1
513,32476,0
514,32477,0
515,32478,0
516,32479,0
517,32480,0
518,32481,0
519,32482,0
520,32483,0
521,32484,0
522,32485,0
523,32486,0
524,32487,0
525,32488,0
526,32489,0
527,32490,0
528,32491,0
529,32492,0
530,32493,0
531,32494,0
532,32495,0
533,32496,0
534,32497,0
535,32498,0
536,32499,0
537,32500,0
538,32501,0
539,32502,0
540,32503,0
541,32504,1
542,32505,0
543,32506,0
544,32507,0
545,32508,0
546,32509,0
547,32510,0
548,32511,0
549,32512,0
550,32513,0
551,32514,0
552,32515,0
553,32516,0
554,32517,0
555,32518,0
556,32519,0
557,32520,1
558,32521,0
559,32522,0
560,32523,0
561,32524,0
562,32525,0
563,32526,0
564,32527,0
565,32528,0
566,32529,0
567,32530,0
568,32531,0
569,32532,0
570,32533,0
571,32534,0
572,32535,0
573,32536,0
574,32537,0
575,32538,0
576,32539,0
577,32540,0
578,32541,0
579,32542,0
580,32543,0
581,32544,0
582,32545,0
583,32546,0
584,32547,0
585,32548,0
586,32549,0
587,32550,0
588,32551,0
589,32552,0
590,32553,1
591,32554,0
592,32555,0
593,32556,0
594,32557,0
595,32558,0
596,32559,0
597,32560,1
598,32561,0
599,32562,0
600,32563,0
601,32564,0
602,32565,0
603,32566,0
604,32567,1
605,32568,0
606,32569,1
607,32570,0
608,32571,0
609,32572,0
610,32573,0
611,32574,0
612,32575,0
613,32576,0
614,32577,0
615,32578,0
616,32579,0
617,32580,0
618,32581,0
619,32582,0
620,32583,0
621,32584,0
622,32585,0
623,32586,0
624,32587,0
625,32588,0
626,32589,0
627,32590,0
628,32591,0
629,32592,0
630,32593,0
631,32594,0
632,32595,0
633,32596,0
634,32597,0
635,32598,0
636,32599,0
637,32600,0
638,32601,0
639,32602,0
640,32603,1
641,32604,0
642,32605,0
643,32606,1
644,32607,0
645,32608,0
646,32609,0
647,32610,0
648,32611,0
649,32612,1
650,32613,0
651,32614,0
652,32615,0
653,32616,0
654,32617,0
655,32618,0
656,32619,0
657,32620,0
658,32621,0
659,32622,0
660,32623,0
661,32624,0
662,32625,0
663,32626,0
664,32627,0
665,32628,0
666,32629,0
667,32630,0
668,32631,0
669,32632,0
670,32633,0
671,32634,0
672,32635,1
673,32636,0
674,32637,0
675,32638,0
676,32639,0
677,32640,0
678,32641,0
679,32642,0
680,32643,0
681,32644,0
682,32645,0
683,32646,0
684,32647,0
685,32648,0
686,32649,1
687,32650,0
688,32651,0
689,32652,1
690,32653,0
691,32654,0
692,32655,1
693,32656,0
694,32657,1
695,32658,0
696,32659,1
697,32660,0
698,32661,0
699,32662,0
700,32663,0
701,32664,0
702,32665,0
703,32666,0
704,32667,0
705,32668,0
706,32669,0
707,32670,0
708,32671,0
709,32672,1
710,32673,0
711,32674,0
712,32675,0
713,32676,0
714,32677,0
715,32678,0
716,32679,0
717,32680,0
718,32681,0
719,32682,0
720,32683,0
721,32684,0
722,32685,0
723,32686,0
724,32687,0
725,32688,0
726,32689,0
727,32690,0
728,32691,1
729,32692,0
730,32693,0
731,32694,0
732,32695,0
733,32696,0
734,32697,0
735,32698,0
736,32699,0
737,32700,0
738,32701,0
739,32702,0
740,32703,0
741,32704,0
742,32705,0
743,32706,0
744,32707,0
745,32708,0
746,32709,0
747,32710,0
748,32711,0
749,32712,1
750,32713,0
751,32714,0
752,32715,0
753,32716,0
754,32717,1
755,32718,0
756,32719,0
757,32720,0
758,32721,0
759,32722,0
760,32723,0
761,32724,0
762,32725,0
763,32726,0
764,32727,0
765,32728,0
766,32729,0
767,32730,0
768,32731,0
769,32732,0
770,32733,0
771,32734,0
772,32735,0
773,32736,0
774,32737,0
775,32738,0
776,32739,0
777,32740,0
778,32741,0
779,32742,0
780,32743,0
781,32744,0
782,32745,0
783,32746,0
784,32747,0
785,32748,1
786,32749,0
787,32750,0
788,32751,0
789,32752,0
790,32753,0
791,32754,0
792,32755,0
793,32756,1
794,32757,0
795,32758,0
796,32759,0
797,32760,1
798,32761,0
799,32762,0
800,32763,0
801,32764,0
802,32765,0
803,32766,0
804,32767,0
805,32768,0
806,32769,0
807,32770,1
808,32771,0
809,32772,0
810,32773,0
811,32774,0
812,32775,0
813,32776,0
814,32777,0
815,32778,0
816,32779,0
817,32780,0
818,32781,0
819,32782,0
820,32783,0
821,32784,0
822,32785,0
823,32786,0
824,32787,0
825,32788,1
826,32789,0
827,32790,1
828,32791,1
829,32792,0
830,32793,0
831,32794,0
832,32795,0
833,32796,0
834,32797,0
835,32798,0
836,32799,0
837,32800,0
838,32801,0
839,32802,0
840,32803,0
841,32804,1
842,32805,0
843,32806,0
844,32807,0
845,32808,0
846,32809,1
847,32810,0
848,32811,0
849,32812,1
850,32813,0
851,32814,0
852,32815,0
853,32816,0
854,32817,0
855,32818,0
856,32819,0
857,32820,0
858,32821,0
859,32822,1
860,32823,0
861,32824,0
862,32825,1
863,32826,0
864,32827,0
865,32828,0
866,32829,0
867,32830,0
868,32831,0
869,32832,0
870,32833,0
871,32834,0
872,32835,0
873,32836,0
874,32837,0
875,32838,0
876,32839,0
877,32840,0
878,32841,0
879,32842,0
880,32843,0
881,32844,0
882,32845,0
883,32846,0
884,32847,0
885,32848,0
886,32849,0
887,32850,0
888,32851,0
889,32852,0
890,32853,0
891,32854,0
892,32855,0
893,32856,0
894,32857,0
895,32858,1
896,32859,0
897,32860,0
898,32861,0
899,32862,0
900,32863,0
901,32864,0
902,32865,0
903,32866,0
904,32867,0
905,32868,0
906,32869,0
907,32870,0
908,32871,0
909,32872,0
910,32873,0
911,32874,0
912,32875,0
913,32876,0
914,32877,0
915,32878,0
916,32879,0
917,32880,0
918,32881,0
919,32882,0
920,32883,0
921,32884,0
922,32885,0
923,32886,0
924,32887,0
925,32888,0
926,32889,0
927,32890,0
928,32891,0
929,32892,0
930,32893,0
931,32894,0
932,32895,0
933,32896,0
934,32897,0
935,32898,0
936,32899,0
937,32900,0
938,32901,0
939,32902,0
940,32903,0
941,32904,0
942,32905,0
943,32906,0
944,32907,0
945,32908,0
946,32909,1
947,32910,0
948,32911,0
949,32912,0
950,32913,0
951,32914,0
952,32915,0
953,32916,0
954,32917,0
955,32918,0
956,32919,0
957,32920,0
958,32921,0
959,32922,0
960,32923,0
961,32924,0
962,32925,0
963,32926,0
964,32927,0
965,32928,0
966,32929,1
967,32930,0
968,32931,0
969,32932,0
970,32933,0
971,32934,0
972,32935,0
973,32936,0
974,32937,0
975,32938,0
976,32939,0
977,32940,0
978,32941,0
979,32942,0
980,32943,0
981,32944,0
982,32945,0
983,32946,0
984,32947,0
985,32948,0
986,32949,0
987,32950,0
988,32951,0
989,32952,1
990,32953,0
991,32954,1
992,32955,0
993,32956,0
994,32957,0
995,32958,0
996,32959,0
997,32960,0
998,32961,0
999,32962,0
1000,32963,1
1001,32964,0
1002,32965,0
1003,32966,0
1004,32967,0
1005,32968,0
1006,32969,0
1007,32970,0
1008,32971,0
1009,32972,1
1010,32973,0
1011,32974,0
1012,32975,0
1013,32976,0
1014,32977,0
1015,32978,0
1016,32979,0
1017,32980,0
1018,32981,0
1019,32982,0
1020,32983,0
1021,32984,0
1022,32985,0
1023,32986,0
1024,32987,0
1025,32988,0
1026,32989,0
1027,32990,0
1028,32991,0
1029,32992,0
1030,32993,0
1031,32994,0
1032,32995,0
1033,32996,0
1034,32997,0
1035,32998,0
1036,32999,0
1037,33000,0
1038,33001,1
1039,33002,0
1040,33003,0
1041,33004,0
1042,33005,0
1043,33006,0
1044,33007,0
1045,33008,0
1046,33009,0
1047,33010,0
1048,33011,0
1049,33012,0
1050,33013,0
1051,33014,0
1052,33015,0
1053,33016,0
1054,33017,0
1055,33018,0
1056,33019,0
1057,33020,0
1058,33021,0
1059,33022,0
1060,33023,0
1061,33024,0
1062,33025,0
1063,33026,0
1064,33027,0
1065,33028,0
1066,33029,0
1067,33030,0
1068,33031,0
1069,33032,0
1070,33033,0
1071,33034,0
1072,33035,0
1073,33036,0
1074,33037,0
1075,33038,0
1076,33039,0
1077,33040,0
1078,33041,0
1079,33042,0
1080,33043,0
1081,33044,0
1082,33045,0
1083,33046,0
1084,33047,0
1085,33048,0
1086,33049,0
1087,33050,0
1088,33051,0
1089,33052,0
1090,33053,0
1091,33054,0
1092,33055,0
1093,33056,0
1094,33057,1
1095,33058,1
1096,33059,0
1097,33060,0
1098,33061,0
1099,33062,0
1100,33063,0
1101,33064,0
1102,33065,0
1103,33066,0
1104,33067,1
1105,33068,0
1106,33069,0
1107,33070,0
1108,33071,0
1109,33072,0
1110,33073,0
1111,33074,0
1112,33075,0
1113,33076,0
1114,33077,1
1115,33078,0
1116,33079,0
1117,33080,0
1118,33081,0
1119,33082,0
1120,33083,0
1121,33084,0
1122,33085,0
1123,33086,0
1124,33087,0
1125,33088,0
1126,33089,1
1127,33090,0
1128,33091,0
1129,33092,0
1130,33093,0
1131,33094,0
1132,33095,0
1133,33096,0
1134,33097,0
1135,33098,1
1136,33099,0
1137,33100,0
1138,33101,0
1139,33102,0
1140,33103,0
1141,33104,0
1142,33105,0
1143,33106,0
1144,33107,0
1145,33108,0
1146,33109,0
1147,33110,0
1148,33111,0
1149,33112,0
1150,33113,0
1151,33114,0
1152,33115,0
1153,33116,0
1154,33117,0
1155,33118,0
1156,33119,0
1157,33120,0
1158,33121,1
1159,33122,0
1160,33123,1
1161,33124,1
1162,33125,0
1163,33126,0
1164,33127,0
1165,33128,0
1166,33129,1
1167,33130,0
1168,33131,0
1169,33132,0
1170,33133,0
1171,33134,0
1172,33135,0
1173,33136,0
1174,33137,0
1175,33138,0
1176,33139,0
1177,33140,0
1178,33141,0
1179,33142,0
1180,33143,0
1181,33144,0
1182,33145,0
1183,33146,0
1184,33147,0
1185,33148,1
1186,33149,0
1187,33150,0
1188,33151,0
1189,33152,0
1190,33153,0
1191,33154,0
1192,33155,0
1193,33156,0
1194,33157,0
1195,33158,0
1196,33159,0
1197,33160,0
1198,33161,0
1199,33162,0
1200,33163,0
1201,33164,0
1202,33165,0
1203,33166,0
1204,33167,0
1205,33168,0
1206,33169,0
1207,33170,0
1208,33171,0
1209,33172,0
1210,33173,0
1211,33174,0
1212,33175,0
1213,33176,0
1214,33177,0
1215,33178,0
1216,33179,0
1217,33180,0
1218,33181,0
1219,33182,0
1220,33183,0
1221,33184,0
1222,33185,0
1223,33186,0
1224,33187,0
1225,33188,0
1226,33189,0
1227,33190,0
1228,33191,0
1229,33192,0
1230,33193,0
1231,33194,0
1232,33195,0
1233,33196,0
1234,33197,0
1235,33198,0
1236,33199,0
1237,33200,0
1238,33201,0
1239,33202,0
1240,33203,0
1241,33204,0
1242,33205,0
1243,33206,0
1244,33207,0
1245,33208,0
1246,33209,0
1247,33210,0
1248,33211,0
1249,33212,0
1250,33213,0
1251,33214,0
1252,33215,0
1253,33216,0
1254,33217,0
1255,33218,0
1256,33219,0
1257,33220,0
1258,33221,0
1259,33222,0
1260,33223,0
1261,33224,0
1262,33225,1
1263,33226,0
1264,33227,0
1265,33228,0
1266,33229,0
1267,33230,0
1268,33231,0
1269,33232,0
1270,33233,0
1271,33234,0
1272,33235,0
1273,33236,0
1274,33237,0
1275,33238,0
1276,33239,0
1277,33240,0
1278,33241,0
1279,33242,0
1280,33243,0
1281,33244,0
1282,33245,0
1283,33246,0
1284,33247,0
1285,33248,0
1286,33249,0
1287,33250,0
1288,33251,0
1289,33252,0
1290,33253,0
1291,33254,0
1292,33255,0
1293,33256,0
1294,33257,0
1295,33258,0
1296,33259,0
1297,33260,0
1298,33261,0
1299,33262,0
1300,33263,0
1301,33264,0
1302,33265,0
1303,33266,0
1304,33267,0
1305,33268,0
1306,33269,0
1307,33270,0
1308,33271,0
1309,33272,0
1310,33273,0
1311,33274,0
1312,33275,0
1313,33276,0
1314,33277,0
1315,33278,0
1316,33279,0
1317,33280,0
1318,33281,0
1319,33282,0
1320,33283,1
1321,33284,0
1322,33285,0
1323,33286,0
1324,33287,0
1325,33288,0
1326,33289,0
1327,33290,0
1328,33291,1
1329,33292,0
1330,33293,0
1331,33294,0
1332,33295,0
1333,33296,0
1334,33297,0
1335,33298,1
1336,33299,0
1337,33300,0
1338,33301,0
1339,33302,0
1340,33303,0
1341,33304,0
1342,33305,0
1343,33306,0
1344,33307,0
1345,33308,0
1346,33309,0
1347,33310,0
1348,33311,0
1349,33312,1
1350,33313,0
1351,33314,0
1352,33315,0
1353,33316,0
1354,33317,0
1355,33318,0
1356,33319,1
1357,33320,0
1358,33321,0
1359,33322,0
1360,33323,0
1361,33324,0
1362,33325,0
1363,33326,0
1364,33327,0
1365,33328,0
1366,33329,0
1367,33330,1
1368,33331,0
1369,33332,0
1370,33333,0
1371,33334,0
1372,33335,0
1373,33336,0
1374,33337,0
1375,33338,0
1376,33339,0
1377,33340,0
1378,33341,0
1379,33342,0
1380,33343,0
1381,33344,0
1382,33345,0
1383,33346,0
1384,33347,0
1385,33348,1
1386,33349,0
1387,33350,0
1388,33351,0
1389,33352,0
1390,33353,0
1391,33354,0
1392,33355,0
1393,33356,0
1394,33357,0
1395,33358,0
1396,33359,0
1397,33360,0
1398,33361,0
1399,33362,0
1400,33363,0
1401,33364,0
1402,33365,0
1403,33366,0
1404,33367,1
1405,33368,0
1406,33369,0
1407,33370,0
1408,33371,0
1409,33372,0
1410,33373,0
1411,33374,0
1412,33375,0
1413,33376,0
1414,33377,0
1415,33378,1
1416,33379,0
1417,33380,0
1418,33381,0
1419,33382,0
1420,33383,0
1421,33384,0
1422,33385,0
1423,33386,0
1424,33387,0
1425,33388,0
1426,33389,0
1427,33390,0
1428,33391,0
1429,33392,1
1430,33393,0
1431,33394,0
1432,33395,0
1433,33396,0
1434,33397,0
1435,33398,0
1436,33399,0
1437,33400,0
1438,33401,0
1439,33402,0
1440,33403,0
1441,33404,0
1442,33405,0
1443,33406,1
1444,33407,0
1445,33408,0
1446,33409,0
1447,33410,0
1448,33411,0
1449,33412,0
1450,33413,0
1451,33414,0
1452,33415,0
1453,33416,0
1454,33417,0
1455,33418,0
1456,33419,0
1457,33420,0
1458,33421,0
1459,33422,0
1460,33423,0
1461,33424,0
1462,33425,0
1463,33426,0
1464,33427,0
1465,33428,0
1466,33429,0
1467,33430,0
1468,33431,0
1469,33432,0
1470,33433,0
1471,33434,0
1472,33435,0
1473,33436,0
1474,33437,0
1475,33438,0
1476,33439,0
1477,33440,0
1478,33441,0
1479,33442,0
1480,33443,0
1481,33444,0
1482,33445,0
1483,33446,1
1484,33447,0
1485,33448,0
1486,33449,0
1487,33450,0
1488,33451,0
1489,33452,0
1490,33453,1
1491,33454,0
1492,33455,0
1493,33456,0
1494,33457,0
1495,33458,0
1496,33459,0
1497,33460,1
1498,33461,0
1499,33462,1
1500,33463,0
1501,33464,0
1502,33465,0
1503,33466,0
1504,33467,0
1505,33468,0
1506,33469,0
1507,33470,0
1508,33471,0
1509,33472,0
1510,33473,0
1511,33474,0
1512,33475,0
1513,33476,0
1514,33477,0
1515,33478,0
1516,33479,0
1517,33480,0
1518,33481,0
1519,33482,0
1520,33483,0
1521,33484,0
1522,33485,0
1523,33486,0
1524,33487,0
1525,33488,0
1526,33489,0
1527,33490,0
1528,33491,0
1529,33492,0
1530,33493,0
1531,33494,0
1532,33495,0
1533,33496,0
1534,33497,0
1535,33498,0
1536,33499,0
1537,33500,0
1538,33501,0
1539,33502,0
1540,33503,0
1541,33504,0
1542,33505,0
1543,33506,0
1544,33507,0
1545,33508,0
1546,33509,0
1547,33510,0
1548,33511,0
1549,33512,0
1550,33513,0
1551,33514,0
1552,33515,0
1553,33516,0
1554,33517,0
1555,33518,0
1556,33519,0
1557,33520,0
1558,33521,0
1559,33522,0
1560,33523,0
1561,33524,0
1562,33525,0
1563,33526,0
1564,33527,0
1565,33528,0
1566,33529,0
1567,33530,0
1568,33531,0
1569,33532,0
1570,33533,0
1571,33534,0
1572,33535,0
1573,33536,0
1574,33537,0
1575,33538,1
1576,33539,0
1577,33540,0
1578,33541,0
1579,33542,0
1580,33543,1
1581,33544,0
1582,33545,0
1583,33546,0
1584,33547,0
1585,33548,0
1586,33549,0
1587,33550,0
1588,33551,0
1589,33552,0
1590,33553,0
1591,33554,0
1592,33555,0
1593,33556,0
1594,33557,0
1595,33558,0
1596,33559,0
1597,33560,0
1598,33561,0
1599,33562,0
1600,33563,0
1601,33564,0
1602,33565,0
1603,33566,0
1604,33567,0
1605,33568,0
1606,33569,0
1607,33570,0
1608,33571,0
1609,33572,0
1610,33573,1
1611,33574,0
1612,33575,0
1613,33576,0
1614,33577,0
1615,33578,0
1616,33579,0
1617,33580,0
1618,33581,1
1619,33582,0
1620,33583,0
1621,33584,1
1622,33585,0
1623,33586,0
1624,33587,0
1625,33588,0
1626,33589,0
1627,33590,0
1628,33591,0
1629,33592,0
1630,33593,0
1631,33594,0
1632,33595,1
1633,33596,0
1634,33597,0
1635,33598,0
1636,33599,0
1637,33600,0
1638,33601,0
1639,33602,0
1640,33603,0
1641,33604,0
1642,33605,0
1643,33606,0
1644,33607,0
1645,33608,1
1646,33609,0
1647,33610,0
1648,33611,0
1649,33612,0
1650,33613,0
1651,33614,0
1652,33615,0
1653,33616,0
1654,33617,0
1655,33618,0
1656,33619,0
1657,33620,0
1658,33621,0
1659,33622,0
1660,33623,0
1661,33624,0
1662,33625,0
1663,33626,0
1664,33627,0
1665,33628,1
1666,33629,0
1667,33630,0
1668,33631,0
1669,33632,0
1670,33633,0
1671,33634,0
1672,33635,0
1673,33636,0
1674,33637,0
1675,33638,0
1676,33639,0
1677,33640,0
1678,33641,0
1679,33642,0
1680,33643,0
1681,33644,0
1682,33645,0
1683,33646,0
1684,33647,1
1685,33648,0
1686,33649,0
1687,33650,0
1688,33651,0
1689,33652,0
1690,33653,0
1691,33654,0
1692,33655,0
1693,33656,0
1694,33657,0
1695,33658,0
1696,33659,0
1697,33660,0
1698,33661,0
1699,33662,0
1700,33663,0
1701,33664,0
1702,33665,0
1703,33666,0
1704,33667,0
1705,33668,0
1706,33669,0
1707,33670,0
1708,33671,0
1709,33672,0
1710,33673,0
1711,33674,0
1712,33675,0
1713,33676,0
1714,33677,0
1715,33678,0
1716,33679,0
1717,33680,0
1718,33681,0
1719,33682,0
1720,33683,0
1721,33684,0
1722,33685,0
1723,33686,1
1724,33687,0
1725,33688,0
1726,33689,0
1727,33690,0
1728,33691,0
1729,33692,1
1730,33693,0
1731,33694,0
1732,33695,0
1733,33696,1
1734,33697,0
1735,33698,0
1736,33699,0
1737,33700,0
1738,33701,0
1739,33702,0
1740,33703,0
1741,33704,0
1742,33705,0
1743,33706,0
1744,33707,0
1745,33708,0
1746,33709,0
1747,33710,0
1748,33711,0
1749,33712,0
1750,33713,0
1751,33714,0
1752,33715,0
1753,33716,0
1754,33717,0
1755,33718,0
1756,33719,0
1757,33720,0
1758,33721,1
1759,33722,0
1760,33723,0
1761,33724,0
1762,33725,0
1763,33726,0
1764,33727,0
1765,33728,0
1766,33729,0
1767,33730,0
1768,33731,0
1769,33732,0
1770,33733,0
1771,33734,0
1772,33735,0
1773,33736,0
1774,33737,0
1775,33738,1
1776,33739,0
1777,33740,0
1778,33741,0
1779,33742,0
1780,33743,0
1781,33744,0
1782,33745,0
1783,33746,0
1784,33747,0
1785,33748,0
1786,33749,0
1787,33750,0
1788,33751,0
1789,33752,0
1790,33753,0
1791,33754,0
1792,33755,0
1793,33756,0
1794,33757,0
1795,33758,0
1796,33759,0
1797,33760,0
1798,33761,0
1799,33762,0
1800,33763,0
1801,33764,0
1802,33765,0
1803,33766,0
1804,33767,1
1805,33768,0
1806,33769,0
1807,33770,1
1808,33771,0
1809,33772,0
1810,33773,0
1811,33774,0
1812,33775,0
1813,33776,0
1814,33777,0
1815,33778,0
1816,33779,0
1817,33780,0
1818,33781,0
1819,33782,0
1820,33783,0
1821,33784,1
1822,33785,0
1823,33786,0
1824,33787,1
1825,33788,0
1826,33789,0
1827,33790,1
1828,33791,0
1829,33792,0
1830,33793,0
1831,33794,0
1832,33795,0
1833,33796,0
1834,33797,0
1835,33798,0
1836,33799,0
1837,33800,0
1838,33801,1
1839,33802,0
1840,33803,0
1841,33804,0
1842,33805,0
1843,33806,0
1844,33807,0
1845,33808,0
1846,33809,0
1847,33810,0
1848,33811,0
1849,33812,1
1850,33813,0
1851,33814,0
1852,33815,0
1853,33816,0
1854,33817,0
1855,33818,0
1856,33819,1
1857,33820,0
1858,33821,0
1859,33822,0
1860,33823,0
1861,33824,0
1862,33825,0
1863,33826,0
1864,33827,0
1865,33828,0
1866,33829,0
1867,33830,0
1868,33831,0
1869,33832,0
1870,33833,0
1871,33834,0
1872,33835,0
